feature	chromosome	start	end	SLX-17922.D702tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D710tp_D507tp.H5J55BBXY.s_8.r_1	SLX-17921.D711tp_D508tp.H5J55BBXY.s_8.r_1
4:159000001-159500000	4	159000001	159500000	1.105	0.955	0.992
4:159500001-160000000	4	159500001	160000000	0.908	1.029	0.971
4:160500001-161000000	4	160500001	161000000	1.029	0.982	0.911
4:162500001-163000000	4	162500001	163000000	1.055	0.913	0.913
4:163000001-163500000	4	163000001	163500000	0.971	0.945	1.014
4:163500001-164000000	4	163500001	164000000	1.043	0.99	1.019
4:164000001-164500000	4	164000001	164500000	1.029	1.024	1.006
4:164500001-165000000	4	164500001	165000000	0.986	1.08	1.039
4:165000001-165500000	4	165000001	165500000	0.937	0.798	0.911
4:165500001-166000000	4	165500001	166000000	0.909	1.018	0.972
4:166000001-166500000	4	166000001	166500000	0.991	0.959	1.042
4:166500001-167000000	4	166500001	167000000	0.952	1.066	1.07
4:167000001-167500000	4	167000001	167500000	1.094	1.054	0.983
4:167500001-168000000	4	167500001	168000000	0.99	0.99	1.003
4:168000001-168500000	4	168000001	168500000	1.02	1.055	1.026
4:168500001-169000000	4	168500001	169000000	0.99	0.954	1.038
4:169000001-169500000	4	169000001	169500000	1.012	0.972	0.971
4:169500001-170000000	4	169500001	170000000	1.042	1.119	0.888
4:170000001-170500000	4	170000001	170500000	1.14	1.042	1.031
4:170500001-171000000	4	170500001	171000000	1.001	0.986	1.018
4:171000001-171500000	4	171000001	171500000	0.965	0.996	0.99
4:171500001-172000000	4	171500001	172000000	0.935	0.957	0.947
4:172500001-173000000	4	172500001	173000000	0.948	0.977	0.977
4:173000001-173500000	4	173000001	173500000	1.072	0.946	0.98
4:173500001-174000000	4	173500001	174000000	0.923	0.993	1.018
4:174000001-174500000	4	174000001	174500000	1.039	1.046	1.015
4:174500001-175000000	4	174500001	175000000	0.987	0.982	1.037
4:175000001-175500000	4	175000001	175500000	0.969	0.95	0.964
4:175500001-176000000	4	175500001	176000000	0.968	0.991	0.965
4:176000001-176500000	4	176000001	176500000	0.897	1.039	0.98
4:176500001-177000000	4	176500001	177000000	0.971	0.991	0.93
4:177000001-177500000	4	177000001	177500000	0.914	1.014	0.958
4:177500001-178000000	4	177500001	178000000	1.04	0.893	1.006
4:178000001-178500000	4	178000001	178500000	0.986	0.868	0.975
4:178500001-179000000	4	178500001	179000000	0.954	1.016	1.009
4:179500001-180000000	4	179500001	180000000	0.96	1.005	0.968
4:180000001-180500000	4	180000001	180500000	1.037	1.067	1.027
4:180500001-181000000	4	180500001	181000000	1.019	1.024	1.011
4:181000001-181500000	4	181000001	181500000	0.919	0.952	0.981
4:181500001-182000000	4	181500001	182000000	1.015	1.031	0.997
4:182000001-182500000	4	182000001	182500000	0.992	0.939	0.956
4:182500001-183000000	4	182500001	183000000	1.029	0.982	1.072
4:183500001-184000000	4	183500001	184000000	0.925	0.974	0.951
4:184000001-184500000	4	184000001	184500000	0.923	0.945	0.953
4:184500001-185000000	4	184500001	185000000	0.987	0.817	0.912
4:185000001-185500000	4	185000001	185500000	1.061	0.962	0.975
4:185500001-186000000	4	185500001	186000000	0.89	0.93	1.018
4:186000001-186500000	4	186000001	186500000	0.997	0.955	0.979
4:186500001-187000000	4	186500001	187000000	0.854	0.951	0.955
4:187000001-187500000	4	187000001	187500000	0.9	0.901	1.018
4:187500001-188000000	4	187500001	188000000	0.953	0.926	0.937
4:188500001-189000000	4	188500001	189000000	0.911	1.007	0.949
4:189000001-189500000	4	189000001	189500000	0.863	0.993	0.964
5:500001-1000000	5	500001	1000000	0.873	0.998	0.981
5:1000001-1500000	5	1000001	1500000	1.063	1.071	1.015
5:1500001-2000000	5	1500001	2000000	0.995	1.08	1.019
5:2000001-2500000	5	2000001	2500000	0.993	0.969	0.902
5:2500001-3000000	5	2500001	3000000	0.971	0.927	0.967
5:3000001-3500000	5	3000001	3500000	0.901	0.951	0.962
5:4000001-4500000	5	4000001	4500000	0.889	0.936	1.002
5:4500001-5000000	5	4500001	5000000	0.9	0.971	1.037
5:5500001-6000000	5	5500001	6000000	0.964	0.941	0.988
5:6000001-6500000	5	6000001	6500000	0.992	0.91	0.932
5:6500001-7000000	5	6500001	7000000	1.006	0.905	0.919
5:7000001-7500000	5	7000001	7500000	1.039	1.001	0.987
5:7500001-8000000	5	7500001	8000000	0.991	0.976	1.002
5:8000001-8500000	5	8000001	8500000	1.009	0.955	0.908
5:9000001-9500000	5	9000001	9500000	0.979	1.044	1.029
5:9500001-10000000	5	9500001	10000000	0.952	0.994	0.968
5:10000001-10500000	5	10000001	10500000	1.016	0.953	0.962
5:10500001-11000000	5	10500001	11000000	0.897	0.969	1.044
5:11000001-11500000	5	11000001	11500000	1.025	0.993	1.046
5:11500001-12000000	5	11500001	12000000	1.138	1.013	1.023
5:12000001-12500000	5	12000001	12500000	0.928	0.998	1.052
5:12500001-13000000	5	12500001	13000000	0.993	1.01	0.918
5:13000001-13500000	5	13000001	13500000	1.045	0.979	0.927
5:13500001-14000000	5	13500001	14000000	0.831	0.99	0.972
5:14000001-14500000	5	14000001	14500000	0.979	0.962	0.99
5:14500001-15000000	5	14500001	15000000	0.971	0.95	0.99
5:15000001-15500000	5	15000001	15500000	0.924	1.005	0.916
5:15500001-16000000	5	15500001	16000000	0.975	0.904	0.948
5:16000001-16500000	5	16000001	16500000	0.987	1.035	1.058
5:16500001-17000000	5	16500001	17000000	1.127	1.084	1.076
5:17000001-17500000	5	17000001	17500000	1.022	1.017	1.013
5:17500001-18000000	5	17500001	18000000	0.94	1.069	1.022
5:18000001-18500000	5	18000001	18500000	0.951	1.001	0.928
5:18500001-19000000	5	18500001	19000000	0.864	0.881	0.928
5:19000001-19500000	5	19000001	19500000	0.955	1.047	0.954
5:19500001-20000000	5	19500001	20000000	0.98	0.92	0.959
5:20000001-20500000	5	20000001	20500000	0.961	0.978	0.919
5:21500001-22000000	5	21500001	22000000	0.98	0.954	0.991
5:22000001-22500000	5	22000001	22500000	0.839	0.887	0.924
5:22500001-23000000	5	22500001	23000000	0.884	0.975	0.956
5:23000001-23500000	5	23000001	23500000	0.949	0.895	0.98
5:23500001-24000000	5	23500001	24000000	0.864	0.938	0.913
5:24000001-24500000	5	24000001	24500000	0.977	0.969	0.989
5:24500001-25000000	5	24500001	25000000	1.078	0.996	1.025
5:25000001-25500000	5	25000001	25500000	0.965	1.056	0.963
5:25500001-26000000	5	25500001	26000000	0.957	0.981	0.952
5:26000001-26500000	5	26000001	26500000	0.873	0.972	0.953
5:26500001-27000000	5	26500001	27000000	0.903	0.882	0.93
5:27000001-27500000	5	27000001	27500000	0.95	0.951	1.014
5:27500001-28000000	5	27500001	28000000	0.856	0.977	0.926
5:28000001-28500000	5	28000001	28500000	0.908	0.931	0.989
5:28500001-29000000	5	28500001	29000000	0.934	0.989	0.98
5:29000001-29500000	5	29000001	29500000	0.98	0.972	0.978
5:29500001-30000000	5	29500001	30000000	0.779	0.912	0.921
5:30000001-30500000	5	30000001	30500000	1.017	0.989	0.97
5:30500001-31000000	5	30500001	31000000	1.018	0.932	0.973
5:31000001-31500000	5	31000001	31500000	1.005	1.016	1.012
5:31500001-32000000	5	31500001	32000000	1.015	1.077	1.047
5:32000001-32500000	5	32000001	32500000	1.058	0.934	0.912
5:33000001-33500000	5	33000001	33500000	1.117	0.966	1.002
5:33500001-34000000	5	33500001	34000000	1.058	0.906	0.932
5:34500001-35000000	5	34500001	35000000	0.951	1.009	1.024
5:35000001-35500000	5	35000001	35500000	1.09	1.003	0.962
5:35500001-36000000	5	35500001	36000000	1.074	0.975	1.047
5:36000001-36500000	5	36000001	36500000	0.926	0.933	0.973
5:36500001-37000000	5	36500001	37000000	1.024	0.997	0.972
5:37500001-38000000	5	37500001	38000000	1.122	1.076	1.082
5:38000001-38500000	5	38000001	38500000	1.061	1.018	1.038
5:38500001-39000000	5	38500001	39000000	0.965	1.008	1.029
5:39000001-39500000	5	39000001	39500000	0.985	1.035	1.023
5:39500001-40000000	5	39500001	40000000	1.035	0.928	0.981
5:40000001-40500000	5	40000001	40500000	1.132	1.039	1.099
5:40500001-41000000	5	40500001	41000000	0.982	0.933	0.952
5:41000001-41500000	5	41000001	41500000	1.007	1.017	1.097
5:41500001-42000000	5	41500001	42000000	0.988	0.993	0.999
5:42000001-42500000	5	42000001	42500000	1.028	1.084	0.992
5:42500001-43000000	5	42500001	43000000	0.925	0.997	1.057
5:43000001-43500000	5	43000001	43500000	1.062	0.957	1.039
5:43500001-44000000	5	43500001	44000000	1.122	1.027	1.027
5:44000001-44500000	5	44000001	44500000	1.088	1.024	0.979
5:44500001-45000000	5	44500001	45000000	0.886	0.911	1.045
5:45000001-45500000	5	45000001	45500000	0.984	1.038	0.971
5:50500001-51000000	5	50500001	51000000	1.081	1.073	1.041
5:51000001-51500000	5	51000001	51500000	0.902	0.987	1.063
5:51500001-52000000	5	51500001	52000000	1.017	1.066	0.999
5:52000001-52500000	5	52000001	52500000	0.937	0.982	0.947
5:52500001-53000000	5	52500001	53000000	1.075	1.011	1.002
5:53000001-53500000	5	53000001	53500000	0.95	1.054	1.087
5:53500001-54000000	5	53500001	54000000	1.104	1.144	1.05
5:54000001-54500000	5	54000001	54500000	1.06	1.069	1.006
5:54500001-55000000	5	54500001	55000000	1.087	1	0.995
5:55000001-55500000	5	55000001	55500000	0.921	1.002	1.058
5:55500001-56000000	5	55500001	56000000	0.936	1.007	1.016
5:56000001-56500000	5	56000001	56500000	1.034	0.98	1.009
5:56500001-57000000	5	56500001	57000000	1.058	1.004	1.052
5:57000001-57500000	5	57000001	57500000	1.02	0.985	0.983
5:57500001-58000000	5	57500001	58000000	1.058	1.007	1.067
5:58000001-58500000	5	58000001	58500000	0.982	0.995	1.038
5:58500001-59000000	5	58500001	59000000	1.061	1.043	1.003
5:59000001-59500000	5	59000001	59500000	0.95	0.956	0.967
5:59500001-60000000	5	59500001	60000000	0.951	1.048	1.011
5:60000001-60500000	5	60000001	60500000	1.173	1.117	1.122
5:61000001-61500000	5	61000001	61500000	1.1	0.99	1.007
5:61500001-62000000	5	61500001	62000000	1.014	1.01	1.034
5:62000001-62500000	5	62000001	62500000	0.971	0.999	1.05
5:62500001-63000000	5	62500001	63000000	1.008	1.083	0.995
5:63000001-63500000	5	63000001	63500000	0.989	1.09	1.014
5:63500001-64000000	5	63500001	64000000	1.046	1.018	1.027
5:64000001-64500000	5	64000001	64500000	0.974	1.01	1.103
5:64500001-65000000	5	64500001	65000000	0.967	1.018	1.042
5:65000001-65500000	5	65000001	65500000	0.99	1.054	0.982
5:65500001-66000000	5	65500001	66000000	0.901	0.91	0.941
5:66500001-67000000	5	66500001	67000000	1.039	1.001	1
5:67000001-67500000	5	67000001	67500000	0.985	1.032	0.987
5:67500001-68000000	5	67500001	68000000	1.047	1.032	1.204
5:68000001-68500000	5	68000001	68500000	0.989	0.887	1.008
5:68500001-69000000	5	68500001	69000000	1.042	0.979	1.005
5:69000001-69500000	5	69000001	69500000	0.92	1.023	0.87
5:71500001-72000000	5	71500001	72000000	0.935	0.991	0.997
5:72000001-72500000	5	72000001	72500000	0.984	1.004	0.962
5:72500001-73000000	5	72500001	73000000	0.979	1.016	1.067
5:73000001-73500000	5	73000001	73500000	1.012	0.941	0.925
5:74000001-74500000	5	74000001	74500000	0.965	1.022	0.969
5:74500001-75000000	5	74500001	75000000	0.979	1.009	0.944
5:75000001-75500000	5	75000001	75500000	0.953	1.046	0.952
5:75500001-76000000	5	75500001	76000000	1.038	0.993	1.031
5:76000001-76500000	5	76000001	76500000	1.047	1.092	1.08
5:76500001-77000000	5	76500001	77000000	1.028	1.013	1.022
5:77000001-77500000	5	77000001	77500000	0.934	1.009	1.062
5:77500001-78000000	5	77500001	78000000	1.038	1.044	1.055
5:78000001-78500000	5	78000001	78500000	1	1.025	1.006
5:78500001-79000000	5	78500001	79000000	1.028	1.053	1.061
5:79500001-80000000	5	79500001	80000000	0.988	0.962	0.97
5:80000001-80500000	5	80000001	80500000	0.913	1.005	0.968
5:81000001-81500000	5	81000001	81500000	1.006	1.057	1.001
5:81500001-82000000	5	81500001	82000000	1.079	1.012	1.014
5:82000001-82500000	5	82000001	82500000	1.219	1.046	1.024
5:82500001-83000000	5	82500001	83000000	1.06	1.108	1.034
5:83000001-83500000	5	83000001	83500000	1.001	0.98	1.002
5:83500001-84000000	5	83500001	84000000	0.924	1.007	1.036
5:84000001-84500000	5	84000001	84500000	1.015	0.988	1.047
5:84500001-85000000	5	84500001	85000000	0.976	0.892	0.985
5:85000001-85500000	5	85000001	85500000	0.883	0.923	0.931
5:85500001-86000000	5	85500001	86000000	0.863	0.978	0.936
5:86000001-86500000	5	86000001	86500000	0.971	0.885	0.959
5:86500001-87000000	5	86500001	87000000	1.088	0.977	1.083
5:87000001-87500000	5	87000001	87500000	0.916	1.052	0.939
5:87500001-88000000	5	87500001	88000000	0.863	1.08	0.984
5:88000001-88500000	5	88000001	88500000	0.999	0.994	0.955
5:88500001-89000000	5	88500001	89000000	1.157	0.933	0.98
5:89000001-89500000	5	89000001	89500000	1	1.039	1.027
5:89500001-90000000	5	89500001	90000000	1.035	1.111	1.057
5:90000001-90500000	5	90000001	90500000	1.021	1.104	1.071
5:90500001-91000000	5	90500001	91000000	1.109	1.008	1.038
5:91000001-91500000	5	91000001	91500000	1.006	0.89	0.88
5:91500001-92000000	5	91500001	92000000	1.033	1.078	1.055
5:92000001-92500000	5	92000001	92500000	0.908	1.008	0.995
5:92500001-93000000	5	92500001	93000000	1.003	1.007	1.044
5:93000001-93500000	5	93000001	93500000	1.105	1.14	1.069
5:93500001-94000000	5	93500001	94000000	1.032	0.998	0.978
5:94000001-94500000	5	94000001	94500000	0.985	1.072	1.006
5:95000001-95500000	5	95000001	95500000	1.1	1.018	0.97
5:95500001-96000000	5	95500001	96000000	0.969	0.929	0.959
5:96000001-96500000	5	96000001	96500000	1.07	1.101	0.951
5:96500001-97000000	5	96500001	97000000	1.019	0.934	0.952
5:97000001-97500000	5	97000001	97500000	1.129	1.014	0.962
5:98500001-99000000	5	98500001	99000000	0.978	0.971	1.002
5:99000001-99500000	5	99000001	99500000	0.982	1.058	0.926
5:100500001-101000000	5	100500001	101000000	1.082	1.042	1.024
5:101000001-101500000	5	101000001	101500000	1.002	1.003	0.986
5:101500001-102000000	5	101500001	102000000	1.049	0.966	0.992
5:102000001-102500000	5	102000001	102500000	1.089	1.037	0.972
5:102500001-103000000	5	102500001	103000000	1.023	1.061	1.034
5:103000001-103500000	5	103000001	103500000	0.99	1.079	1.055
5:103500001-104000000	5	103500001	104000000	0.996	1.006	1.078
5:104000001-104500000	5	104000001	104500000	1.052	0.908	0.9
5:104500001-105000000	5	104500001	105000000	0.951	0.931	0.896
5:105000001-105500000	5	105000001	105500000	0.933	1.031	1.005
5:105500001-106000000	5	105500001	106000000	0.909	0.883	0.909
5:106000001-106500000	5	106000001	106500000	0.987	0.97	0.959
5:107000001-107500000	5	107000001	107500000	1.064	0.982	1.018
5:107500001-108000000	5	107500001	108000000	1.092	0.989	1.035
5:108000001-108500000	5	108000001	108500000	1.029	0.992	0.959
5:108500001-109000000	5	108500001	109000000	0.943	1.06	0.991
5:109000001-109500000	5	109000001	109500000	1.058	1.023	1.044
5:109500001-110000000	5	109500001	110000000	0.977	1.006	1.016
5:110000001-110500000	5	110000001	110500000	0.992	0.906	0.999
5:110500001-111000000	5	110500001	111000000	0.925	1.063	1.04
5:111500001-112000000	5	111500001	112000000	1.04	1.104	1.015
5:112000001-112500000	5	112000001	112500000	1.125	1.021	1.075
5:112500001-113000000	5	112500001	113000000	0.871	0.974	1.026
5:113000001-113500000	5	113000001	113500000	1.04	1.028	1.03
5:113500001-114000000	5	113500001	114000000	0.996	1.016	0.954
5:114000001-114500000	5	114000001	114500000	1.002	1.004	1.081
5:114500001-115000000	5	114500001	115000000	1.084	1.023	1.024
5:115000001-115500000	5	115000001	115500000	1.056	1.068	1.002
5:115500001-116000000	5	115500001	116000000	0.972	1.043	0.918
5:116000001-116500000	5	116000001	116500000	1.039	1.049	0.982
5:116500001-117000000	5	116500001	117000000	0.943	0.973	0.96
5:117000001-117500000	5	117000001	117500000	0.974	1.05	1.048
5:117500001-118000000	5	117500001	118000000	1.006	1.074	1.006
5:118000001-118500000	5	118000001	118500000	0.95	1.034	1.019
5:118500001-119000000	5	118500001	119000000	1.108	0.995	1.033
5:119500001-120000000	5	119500001	120000000	0.996	1.058	1.073
5:120000001-120500000	5	120000001	120500000	1.024	1.097	1.037
5:120500001-121000000	5	120500001	121000000	0.98	0.968	1.033
5:121500001-122000000	5	121500001	122000000	0.993	1.014	1.015
5:122500001-123000000	5	122500001	123000000	0.995	1.006	0.979
5:123000001-123500000	5	123000001	123500000	0.923	0.991	1.021
5:124000001-124500000	5	124000001	124500000	1.103	1	0.984
5:124500001-125000000	5	124500001	125000000	1.085	1.011	0.984
5:125000001-125500000	5	125000001	125500000	1.037	1.014	1.03
5:125500001-126000000	5	125500001	126000000	1.053	1.043	1.031
5:126000001-126500000	5	126000001	126500000	1.031	1.102	0.995
5:126500001-127000000	5	126500001	127000000	1.032	1.131	0.983
5:127000001-127500000	5	127000001	127500000	1.018	1.028	1.022
5:127500001-128000000	5	127500001	128000000	0.97	1.061	0.951
5:128000001-128500000	5	128000001	128500000	0.949	0.992	1.028
5:128500001-129000000	5	128500001	129000000	1.143	1.006	1.066
5:129000001-129500000	5	129000001	129500000	1.023	1.022	1.047
5:129500001-130000000	5	129500001	130000000	1.088	0.972	0.952
5:130000001-130500000	5	130000001	130500000	1.035	1.04	0.976
5:131000001-131500000	5	131000001	131500000	0.951	1.02	0.955
5:131500001-132000000	5	131500001	132000000	0.971	0.891	0.93
5:132000001-132500000	5	132000001	132500000	1.112	1.025	1.032
5:132500001-133000000	5	132500001	133000000	0.941	1.021	0.965
5:133000001-133500000	5	133000001	133500000	1.028	1.188	1.073
5:133500001-134000000	5	133500001	134000000	1.048	1.016	1.086
5:134000001-134500000	5	134000001	134500000	1.006	0.994	1.014
5:135000001-135500000	5	135000001	135500000	0.994	0.983	1.015
5:135500001-136000000	5	135500001	136000000	0.987	1.013	0.983
5:136000001-136500000	5	136000001	136500000	0.988	1.066	1.012
5:137500001-138000000	5	137500001	138000000	1.076	1.046	1.006
5:138000001-138500000	5	138000001	138500000	0.924	0.958	0.937
5:138500001-139000000	5	138500001	139000000	1.078	0.988	1.035
5:139000001-139500000	5	139000001	139500000	1.014	0.986	1.05
5:139500001-140000000	5	139500001	140000000	1.02	1.084	1.062
5:140000001-140500000	5	140000001	140500000	0.861	1.006	0.922
5:140500001-141000000	5	140500001	141000000	0.854	0.925	0.943
5:141000001-141500000	5	141000001	141500000	0.912	0.893	0.957
5:141500001-142000000	5	141500001	142000000	1.015	0.938	0.961
5:142000001-142500000	5	142000001	142500000	0.946	1.037	0.971
5:142500001-143000000	5	142500001	143000000	1.049	0.937	0.935
5:143000001-143500000	5	143000001	143500000	0.956	0.965	0.986
5:144000001-144500000	5	144000001	144500000	0.996	0.904	1.006
5:144500001-145000000	5	144500001	145000000	1.03	0.955	1.041
5:145000001-145500000	5	145000001	145500000	0.963	1.003	1.045
5:145500001-146000000	5	145500001	146000000	0.995	1.047	1.085
5:146000001-146500000	5	146000001	146500000	0.985	0.983	0.992
5:146500001-147000000	5	146500001	147000000	1.064	1.06	1.033
5:147000001-147500000	5	147000001	147500000	1.139	1.061	1.042
5:147500001-148000000	5	147500001	148000000	1.116	1.094	1.118
5:148000001-148500000	5	148000001	148500000	1.063	1.127	1.031
5:148500001-149000000	5	148500001	149000000	1.096	0.968	1.067
5:149000001-149500000	5	149000001	149500000	0.856	0.982	0.997
5:149500001-150000000	5	149500001	150000000	0.988	1.025	1.001
5:150000001-150500000	5	150000001	150500000	0.97	1.038	0.962
5:150500001-151000000	5	150500001	151000000	0.973	0.915	1.05
5:151000001-151500000	5	151000001	151500000	0.981	0.944	0.95
5:151500001-152000000	5	151500001	152000000	1.123	0.992	1.031
5:152500001-153000000	5	152500001	153000000	0.942	1.007	1.029
5:153000001-153500000	5	153000001	153500000	1.088	1.093	1.069
5:153500001-154000000	5	153500001	154000000	1.109	0.961	1.057
5:154000001-154500000	5	154000001	154500000	0.836	0.997	0.975
5:154500001-155000000	5	154500001	155000000	1.022	1.052	0.971
5:155000001-155500000	5	155000001	155500000	1.134	1.067	0.99
5:155500001-156000000	5	155500001	156000000	1.038	0.908	0.96
