feature	chromosome	start	end	SLX-17922.D701tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D705tp_D505tp.HC22GBBXY.s_6.r_1	SLX-16150.D704tp_D505tp.HC22VBBXY.s_3.r_1
6:150000001-150500000	6	150000001	150500000	1.025	1.008	0.896
6:150500001-151000000	6	150500001	151000000	1	0.976	1.107
6:151000001-151500000	6	151000001	151500000	0.977	1.015	1.016
6:151500001-152000000	6	151500001	152000000	1.008	0.941	0.856
6:152000001-152500000	6	152000001	152500000	1.044	1.025	0.934
6:152500001-153000000	6	152500001	153000000	1.043	1.031	1.081
6:153000001-153500000	6	153000001	153500000	0.943	0.883	0.979
6:154000001-154500000	6	154000001	154500000	0.966	0.987	0.984
6:154500001-155000000	6	154500001	155000000	0.924	1.028	0.976
6:155000001-155500000	6	155000001	155500000	0.981	0.957	1.08
6:155500001-156000000	6	155500001	156000000	1.014	1.054	1.142
6:156000001-156500000	6	156000001	156500000	1.081	1.047	0.99
6:157000001-157500000	6	157000001	157500000	0.936	1.048	0.922
6:157500001-158000000	6	157500001	158000000	1.014	0.977	0.992
6:158000001-158500000	6	158000001	158500000	1.012	1.029	1.12
6:158500001-159000000	6	158500001	159000000	1.132	0.943	0.909
6:159000001-159500000	6	159000001	159500000	0.992	0.976	0.995
6:159500001-160000000	6	159500001	160000000	1.019	0.929	0.904
6:160000001-160500000	6	160000001	160500000	1.019	0.984	0.982
6:160500001-161000000	6	160500001	161000000	1.037	0.956	1.037
6:161000001-161500000	6	161000001	161500000	0.967	0.955	0.989
6:161500001-162000000	6	161500001	162000000	1.008	0.953	0.998
6:162000001-162500000	6	162000001	162500000	0.956	0.991	1.075
6:162500001-163000000	6	162500001	163000000	0.942	0.956	0.952
6:163000001-163500000	6	163000001	163500000	0.94	0.892	0.989
6:164000001-164500000	6	164000001	164500000	1.043	1.03	0.878
6:164500001-165000000	6	164500001	165000000	0.916	0.932	0.893
6:165000001-165500000	6	165000001	165500000	0.923	0.926	1.043
6:165500001-166000000	6	165500001	166000000	0.974	0.947	1.114
6:166000001-166500000	6	166000001	166500000	0.935	1.023	1.067
6:166500001-167000000	6	166500001	167000000	1.025	0.962	1.058
6:167000001-167500000	6	167000001	167500000	0.966	1.047	0.893
6:167500001-168000000	6	167500001	168000000	0.922	0.928	1.01
6:168000001-168500000	6	168000001	168500000	1.016	0.959	0.924
6:168500001-169000000	6	168500001	169000000	0.927	1.035	0.899
6:169000001-169500000	6	169000001	169500000	0.94	0.897	0.961
6:169500001-170000000	6	169500001	170000000	0.913	0.899	0.846
6:170000001-170500000	6	170000001	170500000	0.981	0.96	1.148
7:1-500000	7	1	500000	1.119	1.119	0.93
7:500001-1000000	7	500001	1000000	1.041	1.056	1.012
7:1000001-1500000	7	1000001	1500000	1.035	0.941	0.989
7:1500001-2000000	7	1500001	2000000	0.988	1.013	1.017
7:2000001-2500000	7	2000001	2500000	0.982	1.035	0.976
7:2500001-3000000	7	2500001	3000000	0.99	0.839	0.877
7:3000001-3500000	7	3000001	3500000	0.956	1.045	0.937
7:3500001-4000000	7	3500001	4000000	1.074	1.029	1.034
7:4000001-4500000	7	4000001	4500000	0.989	1.035	1.029
7:4500001-5000000	7	4500001	5000000	0.976	0.939	1.172
7:6000001-6500000	7	6000001	6500000	0.889	0.889	1.096
7:7000001-7500000	7	7000001	7500000	1.016	0.977	0.875
7:7500001-8000000	7	7500001	8000000	0.933	1.004	0.895
7:8000001-8500000	7	8000001	8500000	1.074	1.024	1.159
7:8500001-9000000	7	8500001	9000000	1.071	1.004	1.021
7:9000001-9500000	7	9000001	9500000	0.979	1.01	0.848
7:9500001-10000000	7	9500001	10000000	0.996	0.891	0.885
7:10000001-10500000	7	10000001	10500000	0.973	1.035	1.099
7:10500001-11000000	7	10500001	11000000	0.989	0.979	1.16
7:11000001-11500000	7	11000001	11500000	0.973	0.936	1.067
7:11500001-12000000	7	11500001	12000000	0.953	1.013	0.943
7:12000001-12500000	7	12000001	12500000	0.947	0.981	0.873
7:12500001-13000000	7	12500001	13000000	1.001	0.885	0.826
7:13000001-13500000	7	13000001	13500000	1.021	0.983	1.141
7:13500001-14000000	7	13500001	14000000	0.97	1.009	0.75
7:14000001-14500000	7	14000001	14500000	0.964	0.978	1.168
7:14500001-15000000	7	14500001	15000000	1.006	0.952	1.031
7:15000001-15500000	7	15000001	15500000	1.008	1.009	1.06
7:15500001-16000000	7	15500001	16000000	0.97	0.915	0.944
7:16000001-16500000	7	16000001	16500000	0.975	1.035	0.944
7:16500001-17000000	7	16500001	17000000	0.946	0.938	1.114
7:17000001-17500000	7	17000001	17500000	1.009	0.992	1.014
7:17500001-18000000	7	17500001	18000000	0.949	0.885	0.944
7:18500001-19000000	7	18500001	19000000	0.977	1.129	0.965
7:19000001-19500000	7	19000001	19500000	0.962	1.06	0.959
7:19500001-20000000	7	19500001	20000000	0.96	1.011	1.09
7:20000001-20500000	7	20000001	20500000	1.052	0.99	1.082
7:20500001-21000000	7	20500001	21000000	1.024	1.119	0.861
7:21000001-21500000	7	21000001	21500000	0.967	1.049	1.055
7:21500001-22000000	7	21500001	22000000	1.008	1.001	1.038
7:22000001-22500000	7	22000001	22500000	0.975	0.998	1.124
7:23000001-23500000	7	23000001	23500000	1.011	1.01	1.02
7:23500001-24000000	7	23500001	24000000	0.995	1.017	1.037
7:24000001-24500000	7	24000001	24500000	1.024	0.996	1.059
7:24500001-25000000	7	24500001	25000000	0.972	1.003	0.896
7:25000001-25500000	7	25000001	25500000	0.998	1.042	1.108
7:25500001-26000000	7	25500001	26000000	0.975	1	0.976
7:26000001-26500000	7	26000001	26500000	1.024	1.014	0.882
7:26500001-27000000	7	26500001	27000000	1.067	0.972	1.04
7:27000001-27500000	7	27000001	27500000	1.052	0.895	1.079
7:27500001-28000000	7	27500001	28000000	1.031	1.018	1.02
7:28000001-28500000	7	28000001	28500000	1.087	0.999	1.119
7:28500001-29000000	7	28500001	29000000	1.013	0.978	0.931
7:29000001-29500000	7	29000001	29500000	0.995	1.045	0.972
7:29500001-30000000	7	29500001	30000000	1.149	1.033	1.037
7:30000001-30500000	7	30000001	30500000	0.968	1.019	0.821
7:30500001-31000000	7	30500001	31000000	1.035	0.962	1.094
7:31000001-31500000	7	31000001	31500000	1.064	0.97	1.04
7:31500001-32000000	7	31500001	32000000	0.961	0.994	1.255
7:32000001-32500000	7	32000001	32500000	0.998	1.045	0.998
7:33000001-33500000	7	33000001	33500000	0.921	0.929	0.869
7:34000001-34500000	7	34000001	34500000	1.054	0.967	0.931
7:34500001-35000000	7	34500001	35000000	1.066	0.861	1.299
7:35500001-36000000	7	35500001	36000000	0.931	1.174	1.061
7:36500001-37000000	7	36500001	37000000	0.997	0.976	0.954
7:37500001-38000000	7	37500001	38000000	0.962	0.953	0.889
7:38000001-38500000	7	38000001	38500000	0.888	1.001	1.023
7:38500001-39000000	7	38500001	39000000	0.992	1.041	0.966
7:39000001-39500000	7	39000001	39500000	1.035	0.999	1.092
7:39500001-40000000	7	39500001	40000000	0.948	1.02	0.974
7:40000001-40500000	7	40000001	40500000	1.024	1.043	0.917
7:40500001-41000000	7	40500001	41000000	0.987	1.103	1.132
7:41000001-41500000	7	41000001	41500000	1.003	1.006	1.092
7:41500001-42000000	7	41500001	42000000	0.977	1.043	0.999
7:42000001-42500000	7	42000001	42500000	0.967	0.998	0.99
7:42500001-43000000	7	42500001	43000000	1.026	0.973	0.96
7:43000001-43500000	7	43000001	43500000	1.03	1.098	1.04
7:43500001-44000000	7	43500001	44000000	0.961	1.043	1.043
7:44000001-44500000	7	44000001	44500000	1.04	1.059	1.073
7:44500001-45000000	7	44500001	45000000	0.903	1.022	1.093
7:45500001-46000000	7	45500001	46000000	1.183	1.127	1.146
7:46000001-46500000	7	46000001	46500000	0.993	0.964	1.063
7:46500001-47000000	7	46500001	47000000	0.979	0.958	1.099
7:47000001-47500000	7	47000001	47500000	1.033	1.004	0.839
7:47500001-48000000	7	47500001	48000000	1.051	1.098	1.073
7:48000001-48500000	7	48000001	48500000	0.951	0.974	0.862
7:48500001-49000000	7	48500001	49000000	0.969	0.957	1.058
7:49000001-49500000	7	49000001	49500000	1.035	1.087	1.05
7:49500001-50000000	7	49500001	50000000	0.983	0.956	0.941
7:50000001-50500000	7	50000001	50500000	0.969	1.034	0.981
7:50500001-51000000	7	50500001	51000000	0.992	1.058	1.039
7:51000001-51500000	7	51000001	51500000	1.092	1.103	1.071
7:51500001-52000000	7	51500001	52000000	0.984	1.011	0.97
7:52000001-52500000	7	52000001	52500000	0.935	0.936	1.016
7:52500001-53000000	7	52500001	53000000	0.962	0.915	1.041
7:53000001-53500000	7	53000001	53500000	1.027	0.89	1.129
7:53500001-54000000	7	53500001	54000000	0.959	0.871	0.987
7:54000001-54500000	7	54000001	54500000	0.974	0.957	0.947
7:54500001-55000000	7	54500001	55000000	0.975	1.014	1.109
7:69500001-70000000	7	69500001	70000000	0.974	1.074	1.039
7:70000001-70500000	7	70000001	70500000	1.099	1.059	1.135
7:70500001-71000000	7	70500001	71000000	1.015	0.91	1.063
7:71000001-71500000	7	71000001	71500000	0.905	0.934	0.808
7:71500001-72000000	7	71500001	72000000	0.989	0.96	1.033
7:73500001-74000000	7	73500001	74000000	1.116	0.949	1.12
7:74000001-74500000	7	74000001	74500000	0.998	1.021	1.017
7:77500001-78000000	7	77500001	78000000	0.954	0.897	0.671
7:78000001-78500000	7	78000001	78500000	0.962	0.986	0.856
7:78500001-79000000	7	78500001	79000000	0.979	0.944	0.926
7:79000001-79500000	7	79000001	79500000	1.028	0.948	0.986
7:79500001-80000000	7	79500001	80000000	1.076	1.139	1.022
7:80000001-80500000	7	80000001	80500000	1.036	0.929	0.98
7:80500001-81000000	7	80500001	81000000	0.953	1.091	0.973
7:81000001-81500000	7	81000001	81500000	1.029	1.071	0.801
7:81500001-82000000	7	81500001	82000000	1.045	0.963	1.019
7:82000001-82500000	7	82000001	82500000	1.031	1.055	0.937
7:82500001-83000000	7	82500001	83000000	1.033	1.024	1.054
7:84000001-84500000	7	84000001	84500000	1.089	0.969	1.013
7:84500001-85000000	7	84500001	85000000	1.084	1.063	1.012
7:85000001-85500000	7	85000001	85500000	0.968	1.058	1.032
7:85500001-86000000	7	85500001	86000000	0.995	1.06	1.036
7:86000001-86500000	7	86000001	86500000	0.974	1.05	0.989
7:86500001-87000000	7	86500001	87000000	1.075	1.046	1.025
7:87000001-87500000	7	87000001	87500000	1.109	1.005	1.124
7:87500001-88000000	7	87500001	88000000	0.965	0.957	1.06
7:88000001-88500000	7	88000001	88500000	1.019	1.036	0.892
7:88500001-89000000	7	88500001	89000000	1.045	1.024	1.156
7:89000001-89500000	7	89000001	89500000	1.039	1.09	1.274
7:89500001-90000000	7	89500001	90000000	1.021	1.047	0.946
7:90000001-90500000	7	90000001	90500000	0.988	0.994	1.004
7:90500001-91000000	7	90500001	91000000	1.091	1.084	0.905
7:91000001-91500000	7	91000001	91500000	1.03	1.034	0.991
7:91500001-92000000	7	91500001	92000000	1.07	1.057	1.067
7:92000001-92500000	7	92000001	92500000	0.944	0.986	1.026
7:92500001-93000000	7	92500001	93000000	1.002	0.935	1.032
7:93000001-93500000	7	93000001	93500000	1.064	1.031	1.095
7:93500001-94000000	7	93500001	94000000	1.121	1.072	1.075
7:94000001-94500000	7	94000001	94500000	1.087	1.039	1.173
7:94500001-95000000	7	94500001	95000000	1.062	0.994	1.011
7:95000001-95500000	7	95000001	95500000	1.125	1.003	1.14
7:96000001-96500000	7	96000001	96500000	1.08	1.087	1.159
7:96500001-97000000	7	96500001	97000000	1.079	0.993	1.467
7:97000001-97500000	7	97000001	97500000	1.108	0.988	1.302
7:98000001-98500000	7	98000001	98500000	1.044	0.971	1.609
7:98500001-99000000	7	98500001	99000000	1.123	0.933	1.26
7:99000001-99500000	7	99000001	99500000	1.062	0.964	1.376
7:99500001-100000000	7	99500001	100000000	1.111	1.081	1.334
7:100500001-101000000	7	100500001	101000000	1.039	0.937	1.072
7:101000001-101500000	7	101000001	101500000	1.061	0.93	1.142
7:101500001-102000000	7	101500001	102000000	0.99	1.088	1.062
7:103500001-104000000	7	103500001	104000000	0.924	1.029	1.065
7:104000001-104500000	7	104000001	104500000	1.021	1.044	1.08
7:105000001-105500000	7	105000001	105500000	0.949	0.901	0.886
7:105500001-106000000	7	105500001	106000000	1.03	0.996	0.911
7:106000001-106500000	7	106000001	106500000	1.035	1.053	0.94
7:106500001-107000000	7	106500001	107000000	1.009	1.02	1.009
7:107000001-107500000	7	107000001	107500000	0.987	0.932	0.923
7:107500001-108000000	7	107500001	108000000	0.928	0.969	1.061
7:108000001-108500000	7	108000001	108500000	0.965	1.021	1.084
7:108500001-109000000	7	108500001	109000000	0.969	1.102	1.146
7:109000001-109500000	7	109000001	109500000	0.986	1.097	1.09
7:109500001-110000000	7	109500001	110000000	1.065	0.974	0.94
7:110000001-110500000	7	110000001	110500000	1	1.003	0.947
7:110500001-111000000	7	110500001	111000000	1.018	1.076	1.091
7:111000001-111500000	7	111000001	111500000	1.05	1.01	1.115
7:111500001-112000000	7	111500001	112000000	0.948	1.009	1.019
7:112500001-113000000	7	112500001	113000000	0.991	0.988	0.943
7:113000001-113500000	7	113000001	113500000	0.966	1.005	1.051
7:113500001-114000000	7	113500001	114000000	1.076	1.004	1.02
7:114000001-114500000	7	114000001	114500000	1.016	0.949	1.186
7:114500001-115000000	7	114500001	115000000	1.03	0.963	1.061
7:115000001-115500000	7	115000001	115500000	1.093	1.155	1.077
7:115500001-116000000	7	115500001	116000000	1.039	1.009	1.06
7:116000001-116500000	7	116000001	116500000	1.039	1.001	0.944
7:116500001-117000000	7	116500001	117000000	1.006	0.879	0.919
7:117500001-118000000	7	117500001	118000000	1.012	1.076	1.098
7:118000001-118500000	7	118000001	118500000	1.062	0.96	0.967
7:118500001-119000000	7	118500001	119000000	1	0.941	0.985
7:119000001-119500000	7	119000001	119500000	0.956	1.068	1.047
7:119500001-120000000	7	119500001	120000000	1.017	0.993	0.962
7:120000001-120500000	7	120000001	120500000	0.928	1.046	0.977
7:120500001-121000000	7	120500001	121000000	1.097	1.028	1.158
7:121000001-121500000	7	121000001	121500000	1.012	0.954	0.95
7:121500001-122000000	7	121500001	122000000	0.961	0.994	0.863
7:122000001-122500000	7	122000001	122500000	1.027	0.943	1.025
7:122500001-123000000	7	122500001	123000000	0.939	0.897	0.944
7:123000001-123500000	7	123000001	123500000	1.005	1.08	1.044
7:123500001-124000000	7	123500001	124000000	0.93	1.005	0.856
7:124000001-124500000	7	124000001	124500000	0.951	0.993	0.883
7:124500001-125000000	7	124500001	125000000	0.988	0.994	0.972
7:125000001-125500000	7	125000001	125500000	0.945	0.965	0.889
7:125500001-126000000	7	125500001	126000000	1.008	0.933	0.879
7:126000001-126500000	7	126000001	126500000	0.974	1.059	1.184
7:126500001-127000000	7	126500001	127000000	1.003	0.969	1.116
7:127000001-127500000	7	127000001	127500000	1.005	0.99	0.86
7:127500001-128000000	7	127500001	128000000	0.917	0.998	0.959
7:128000001-128500000	7	128000001	128500000	0.971	1.017	1.085
7:129000001-129500000	7	129000001	129500000	0.997	1.039	0.843
7:129500001-130000000	7	129500001	130000000	0.996	0.984	1.105
7:130500001-131000000	7	130500001	131000000	0.975	1.036	1.128
7:131000001-131500000	7	131000001	131500000	0.961	0.99	0.951
7:131500001-132000000	7	131500001	132000000	1.07	0.962	0.949
7:132000001-132500000	7	132000001	132500000	1.018	0.987	1.008
7:132500001-133000000	7	132500001	133000000	1.018	0.99	0.975
7:133000001-133500000	7	133000001	133500000	0.971	1.01	0.964
7:133500001-134000000	7	133500001	134000000	1.018	1.022	0.902
7:134000001-134500000	7	134000001	134500000	0.93	0.928	1.108
7:134500001-135000000	7	134500001	135000000	1.032	0.928	0.951
7:135000001-135500000	7	135000001	135500000	0.839	0.922	0.9
7:135500001-136000000	7	135500001	136000000	1.009	0.975	0.957
7:136000001-136500000	7	136000001	136500000	1.008	0.961	1.035
7:136500001-137000000	7	136500001	137000000	0.959	1.024	1.003
7:137000001-137500000	7	137000001	137500000	1.021	1.055	1.062
7:137500001-138000000	7	137500001	138000000	1.034	1.155	1.032
7:138000001-138500000	7	138000001	138500000	0.94	0.894	1.156
7:138500001-139000000	7	138500001	139000000	0.978	1.03	0.929
7:139000001-139500000	7	139000001	139500000	0.922	1.054	1.129
7:139500001-140000000	7	139500001	140000000	0.963	0.995	1.045
7:140000001-140500000	7	140000001	140500000	0.96	1.007	1.012
7:140500001-141000000	7	140500001	141000000	0.956	0.972	1.001
7:142000001-142500000	7	142000001	142500000	0.978	0.873	0.878
7:144500001-145000000	7	144500001	145000000	1.009	1.079	0.935
7:145000001-145500000	7	145000001	145500000	0.948	1.065	1.135
7:146000001-146500000	7	146000001	146500000	1.003	1.004	0.896
7:146500001-147000000	7	146500001	147000000	0.931	1.076	1.112
7:147000001-147500000	7	147000001	147500000	0.988	0.997	1.09
7:147500001-148000000	7	147500001	148000000	0.972	1.036	0.876
7:148000001-148500000	7	148000001	148500000	1.001	1.001	1.068
7:148500001-149000000	7	148500001	149000000	0.963	1.001	0.949
7:149000001-149500000	7	149000001	149500000	0.977	0.977	0.909
7:150500001-151000000	7	150500001	151000000	1.11	1.03	1.041
7:151000001-151500000	7	151000001	151500000	0.964	0.921	1.023
7:151500001-152000000	7	151500001	152000000	0.982	0.967	1.128
7:153000001-153500000	7	153000001	153500000	1.068	1.007	1.031
7:154500001-155000000	7	154500001	155000000	0.876	0.993	0.953
7:155000001-155500000	7	155000001	155500000	0.955	0.926	1.221
7:155500001-156000000	7	155500001	156000000	0.962	1.038	0.99
7:156000001-156500000	7	156000001	156500000	0.983	1.072	1.091
7:156500001-157000000	7	156500001	157000000	0.989	0.955	0.951
7:157000001-157500000	7	157000001	157500000	0.956	0.978	0.962
7:157500001-158000000	7	157500001	158000000	1.02	1.071	1.026
7:158000001-158500000	7	158000001	158500000	0.981	1.038	0.944
7:158500001-159000000	7	158500001	159000000	0.93	0.915	0.967
8:1000001-1500000	8	1000001	1500000	0.981	1.022	1.01
8:1500001-2000000	8	1500001	2000000	0.979	1.019	1.029
8:2500001-3000000	8	2500001	3000000	0.967	0.954	1.152
8:3000001-3500000	8	3000001	3500000	0.968	1.046	0.936
8:3500001-4000000	8	3500001	4000000	0.883	0.9	0.854
8:4000001-4500000	8	4000001	4500000	0.933	0.82	1.045
8:4500001-5000000	8	4500001	5000000	0.946	0.962	0.953
8:5000001-5500000	8	5000001	5500000	0.944	0.971	0.997
8:5500001-6000000	8	5500001	6000000	0.932	0.985	1.04
8:6000001-6500000	8	6000001	6500000	0.969	0.911	1.019
8:6500001-7000000	8	6500001	7000000	0.976	0.946	0.894
8:8500001-9000000	8	8500001	9000000	0.953	0.949	0.999
8:9000001-9500000	8	9000001	9500000	0.988	1.096	0.969
8:9500001-10000000	8	9500001	10000000	1.063	0.975	1.034
8:10000001-10500000	8	10000001	10500000	0.935	0.98	0.9
8:10500001-11000000	8	10500001	11000000	0.986	0.954	1.033
8:11000001-11500000	8	11000001	11500000	0.961	0.935	0.846
8:11500001-12000000	8	11500001	12000000	0.983	0.891	0.952
8:13500001-14000000	8	13500001	14000000	1.01	1.007	0.895
8:14000001-14500000	8	14000001	14500000	0.998	0.984	0.943
8:14500001-15000000	8	14500001	15000000	1.086	0.973	0.864
8:15000001-15500000	8	15000001	15500000	0.968	1.04	0.894
8:15500001-16000000	8	15500001	16000000	0.953	0.985	0.95
8:16500001-17000000	8	16500001	17000000	0.952	0.944	1.016
8:17000001-17500000	8	17000001	17500000	0.957	0.948	1.02
8:17500001-18000000	8	17500001	18000000	0.914	0.894	0.948
8:18000001-18500000	8	18000001	18500000	0.935	0.96	1.052
8:19000001-19500000	8	19000001	19500000	0.916	0.898	0.868
8:19500001-20000000	8	19500001	20000000	0.971	0.996	0.937
8:20000001-20500000	8	20000001	20500000	1.045	0.908	0.892
8:21000001-21500000	8	21000001	21500000	1.008	1.02	1.027
8:21500001-22000000	8	21500001	22000000	1.044	0.925	1.095
8:22000001-22500000	8	22000001	22500000	0.905	0.903	0.844
8:22500001-23000000	8	22500001	23000000	0.981	0.969	0.916
8:23000001-23500000	8	23000001	23500000	0.995	1.031	0.948
8:23500001-24000000	8	23500001	24000000	0.971	1	1.007
8:24000001-24500000	8	24000001	24500000	0.97	1.059	1.159
8:24500001-25000000	8	24500001	25000000	0.995	0.992	0.911
8:25000001-25500000	8	25000001	25500000	1.003	0.966	0.942
8:25500001-26000000	8	25500001	26000000	1	1.022	0.868
8:26000001-26500000	8	26000001	26500000	0.891	0.966	0.818
8:26500001-27000000	8	26500001	27000000	0.973	0.968	1.061
8:27000001-27500000	8	27000001	27500000	0.941	0.95	0.902
8:27500001-28000000	8	27500001	28000000	1.013	1.034	0.936
8:28000001-28500000	8	28000001	28500000	0.925	0.937	1.024
8:28500001-29000000	8	28500001	29000000	0.916	0.915	0.903
8:29000001-29500000	8	29000001	29500000	0.953	1.039	1.039
8:29500001-30000000	8	29500001	30000000	1.073	0.97	0.958
8:30000001-30500000	8	30000001	30500000	0.946	0.995	0.931
8:30500001-31000000	8	30500001	31000000	0.98	0.924	0.949
8:31000001-31500000	8	31000001	31500000	0.912	0.966	0.935
8:31500001-32000000	8	31500001	32000000	0.979	1.094	1.038
8:32000001-32500000	8	32000001	32500000	0.917	0.931	0.873
8:33500001-34000000	8	33500001	34000000	0.948	1.116	1.03
8:34000001-34500000	8	34000001	34500000	1.004	0.975	0.893
8:34500001-35000000	8	34500001	35000000	0.944	0.934	1.054
8:35000001-35500000	8	35000001	35500000	0.938	0.972	1.069
8:35500001-36000000	8	35500001	36000000	0.921	1.005	0.947
8:36500001-37000000	8	36500001	37000000	1.051	0.926	1.008
8:37000001-37500000	8	37000001	37500000	0.941	1.023	1.072
8:37500001-38000000	8	37500001	38000000	1.093	0.973	1.097
8:38000001-38500000	8	38000001	38500000	0.941	0.843	1.114
8:38500001-39000000	8	38500001	39000000	0.989	0.961	1.118
8:39000001-39500000	8	39000001	39500000	0.876	0.87	0.877
8:39500001-40000000	8	39500001	40000000	1.051	0.962	0.993
8:40500001-41000000	8	40500001	41000000	1.022	1.022	0.934
8:41000001-41500000	8	41000001	41500000	1.015	0.999	0.978
8:41500001-42000000	8	41500001	42000000	0.952	1.075	1.019
8:42000001-42500000	8	42000001	42500000	0.984	0.961	0.956
8:42500001-43000000	8	42500001	43000000	0.971	1.036	1.107
8:47000001-47500000	8	47000001	47500000	1.041	1.116	1.199
8:47500001-48000000	8	47500001	48000000	1.013	1.031	0.928
8:48000001-48500000	8	48000001	48500000	1.169	1.078	1.211
8:48500001-49000000	8	48500001	49000000	1.114	1	1.262
8:49000001-49500000	8	49000001	49500000	1.026	1.024	1.087
8:49500001-50000000	8	49500001	50000000	0.935	0.963	1.031
8:50000001-50500000	8	50000001	50500000	1.029	1.067	0.901
8:51000001-51500000	8	51000001	51500000	0.992	0.932	0.82
8:51500001-52000000	8	51500001	52000000	0.964	0.994	1.093
8:52000001-52500000	8	52000001	52500000	1.045	1.085	1.163
8:52500001-53000000	8	52500001	53000000	1.064	0.881	0.91
8:53000001-53500000	8	53000001	53500000	1.053	0.985	0.961
8:53500001-54000000	8	53500001	54000000	1.063	0.972	1.085
8:54000001-54500000	8	54000001	54500000	0.925	0.981	0.986
8:54500001-55000000	8	54500001	55000000	1.032	1.072	1.124
8:55000001-55500000	8	55000001	55500000	1.003	1.003	0.996
8:55500001-56000000	8	55500001	56000000	0.941	0.928	0.976
8:56000001-56500000	8	56000001	56500000	1.028	0.957	0.977
8:57000001-57500000	8	57000001	57500000	0.964	0.864	1.099
8:57500001-58000000	8	57500001	58000000	1.019	0.95	0.992
8:58000001-58500000	8	58000001	58500000	0.952	1.007	0.929
8:58500001-59000000	8	58500001	59000000	0.986	1.043	1.009
8:59000001-59500000	8	59000001	59500000	1.032	1.051	1.003
8:59500001-60000000	8	59500001	60000000	1.084	1.03	1.099
8:60000001-60500000	8	60000001	60500000	1.024	1.032	1.039
8:60500001-61000000	8	60500001	61000000	0.928	1.041	1.011
8:61500001-62000000	8	61500001	62000000	1.066	1.014	1.003
8:62000001-62500000	8	62000001	62500000	1.025	1.005	1.097
8:62500001-63000000	8	62500001	63000000	0.945	1.031	1.077
8:63000001-63500000	8	63000001	63500000	1.043	1.124	1.155
8:63500001-64000000	8	63500001	64000000	0.997	1.055	1.166
8:64000001-64500000	8	64000001	64500000	1.023	1.01	1.027
8:64500001-65000000	8	64500001	65000000	1.039	0.994	1.246
8:65000001-65500000	8	65000001	65500000	0.968	1.032	1.156
8:65500001-66000000	8	65500001	66000000	0.92	0.936	1.001
8:66000001-66500000	8	66000001	66500000	0.96	0.928	0.973
8:66500001-67000000	8	66500001	67000000	0.965	0.889	0.835
8:67000001-67500000	8	67000001	67500000	0.961	1.049	0.997
8:68000001-68500000	8	68000001	68500000	1.03	1.01	1.373
8:68500001-69000000	8	68500001	69000000	0.971	1.008	1.144
8:69500001-70000000	8	69500001	70000000	1.083	0.918	1.034
8:70000001-70500000	8	70000001	70500000	0.965	0.868	0.967
8:70500001-71000000	8	70500001	71000000	0.994	0.927	1.023
8:71000001-71500000	8	71000001	71500000	1.06	0.968	1.124
8:71500001-72000000	8	71500001	72000000	1.052	1.127	1.089
8:72000001-72500000	8	72000001	72500000	1.056	0.966	0.966
8:73000001-73500000	8	73000001	73500000	0.998	1.012	0.902
8:73500001-74000000	8	73500001	74000000	0.957	0.947	0.882
8:74000001-74500000	8	74000001	74500000	1.047	1.063	1.121
8:75000001-75500000	8	75000001	75500000	0.962	1.113	0.931
8:75500001-76000000	8	75500001	76000000	0.937	0.965	0.907
8:77000001-77500000	8	77000001	77500000	0.948	0.971	1.06
8:77500001-78000000	8	77500001	78000000	0.984	0.97	1.012
8:78000001-78500000	8	78000001	78500000	1.12	1.04	1.03
8:78500001-79000000	8	78500001	79000000	1.004	0.948	1.027
8:79000001-79500000	8	79000001	79500000	1.055	1.039	1.115
8:79500001-80000000	8	79500001	80000000	1.04	0.975	1.252
8:80000001-80500000	8	80000001	80500000	0.989	0.931	1.063
8:80500001-81000000	8	80500001	81000000	1.048	1.02	1.166
8:81000001-81500000	8	81000001	81500000	1.044	0.929	1.16
8:81500001-82000000	8	81500001	82000000	1.014	1.003	1.098
8:82000001-82500000	8	82000001	82500000	0.963	1.015	1.097
8:82500001-83000000	8	82500001	83000000	0.921	1.036	0.882
8:83000001-83500000	8	83000001	83500000	0.982	1.027	1.01
8:83500001-84000000	8	83500001	84000000	0.979	1.002	1.032
8:84000001-84500000	8	84000001	84500000	1.05	1.017	0.941
8:84500001-85000000	8	84500001	85000000	1.006	1.076	1.126
8:85000001-85500000	8	85000001	85500000	0.971	0.915	1.042
8:86000001-86500000	8	86000001	86500000	1.055	0.956	1.109
8:86500001-87000000	8	86500001	87000000	1.029	0.965	1.101
8:87000001-87500000	8	87000001	87500000	1.011	1.063	1.082
8:87500001-88000000	8	87500001	88000000	1.083	1.079	0.874
8:88000001-88500000	8	88000001	88500000	1.07	1.015	0.915
8:88500001-89000000	8	88500001	89000000	0.999	1.01	0.942
8:89000001-89500000	8	89000001	89500000	0.982	1.043	1.226
8:89500001-90000000	8	89500001	90000000	0.941	1.004	1.136
8:90000001-90500000	8	90000001	90500000	1.041	0.932	1.287
8:90500001-91000000	8	90500001	91000000	0.958	0.954	0.852
8:91000001-91500000	8	91000001	91500000	1.079	1.065	0.95
8:91500001-92000000	8	91500001	92000000	1.043	0.979	1.14
8:92000001-92500000	8	92000001	92500000	1.028	0.949	1.07
8:92500001-93000000	8	92500001	93000000	1.103	0.933	0.976
8:93000001-93500000	8	93000001	93500000	1.078	1.058	1.118
