feature	chromosome	start	end	SLX-17922.D702tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17922.D702tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D702tp_D508tp.HC22GBBXY.s_6.r_1	SLX-17922.D703tp_D506tp.HC22GBBXY.s_6.r_1
4:85500001-86000000	4	85500001	86000000	0.994	1.149	1.095	1.009
4:86000001-86500000	4	86000001	86500000	1.096	1.096	1.022	1.04
4:86500001-87000000	4	86500001	87000000	1.016	0.921	0.927	1.038
4:87000001-87500000	4	87000001	87500000	1.033	0.966	0.871	0.892
4:87500001-88000000	4	87500001	88000000	1.006	0.97	1.031	1.003
4:88000001-88500000	4	88000001	88500000	0.966	0.865	0.954	0.942
4:88500001-89000000	4	88500001	89000000	1.033	0.964	1.035	1.017
4:89000001-89500000	4	89000001	89500000	1.098	1.013	0.951	1.079
4:90000001-90500000	4	90000001	90500000	1.095	1	1.004	0.997
4:90500001-91000000	4	90500001	91000000	0.971	1.05	0.993	1.002
4:91000001-91500000	4	91000001	91500000	1.029	1.069	0.96	0.963
4:91500001-92000000	4	91500001	92000000	0.912	1.081	0.939	1.048
4:92000001-92500000	4	92000001	92500000	1.017	1.03	0.905	0.985
4:93000001-93500000	4	93000001	93500000	1.031	1.035	1.069	1.079
4:93500001-94000000	4	93500001	94000000	1.003	0.98	0.941	1.061
4:94000001-94500000	4	94000001	94500000	1.097	1.091	1.045	0.974
4:94500001-95000000	4	94500001	95000000	1.047	1	1.034	1.045
4:95000001-95500000	4	95000001	95500000	0.984	0.952	1.072	1.044
4:95500001-96000000	4	95500001	96000000	1.062	0.934	1.076	1.001
4:96000001-96500000	4	96000001	96500000	1.008	0.996	0.921	1.034
4:96500001-97000000	4	96500001	97000000	1.057	0.985	1.026	1.066
4:97000001-97500000	4	97000001	97500000	0.878	0.919	1.003	1.039
4:97500001-98000000	4	97500001	98000000	0.988	1.036	0.992	1.035
4:98000001-98500000	4	98000001	98500000	0.993	1.005	0.974	1.017
4:98500001-99000000	4	98500001	99000000	1.019	1.059	0.949	1.022
4:99000001-99500000	4	99000001	99500000	0.934	1.012	1.017	1.042
4:99500001-100000000	4	99500001	100000000	1.017	1.134	1.11	0.928
4:100000001-100500000	4	100000001	100500000	1.014	0.952	0.944	0.955
4:100500001-101000000	4	100500001	101000000	1.053	1	1.128	1.006
4:101000001-101500000	4	101000001	101500000	1.098	1.027	1.048	0.992
4:101500001-102000000	4	101500001	102000000	1.058	1.075	1.076	1.103
4:102000001-102500000	4	102000001	102500000	1.03	0.942	1.003	1.005
4:103000001-103500000	4	103000001	103500000	1.043	0.947	1.013	1.01
4:103500001-104000000	4	103500001	104000000	0.955	0.928	0.931	0.969
4:104000001-104500000	4	104000001	104500000	1.102	1.003	1.108	0.923
4:104500001-105000000	4	104500001	105000000	1.054	1.031	1.092	0.99
4:105000001-105500000	4	105000001	105500000	0.947	1.026	0.901	0.931
4:105500001-106000000	4	105500001	106000000	1.032	1.023	1.088	1.044
4:106000001-106500000	4	106000001	106500000	0.987	0.932	1.007	1.066
4:106500001-107000000	4	106500001	107000000	1.051	1.045	1.005	1.127
4:107000001-107500000	4	107000001	107500000	0.962	1.006	1.012	0.955
4:108000001-108500000	4	108000001	108500000	0.978	0.915	0.964	0.982
4:108500001-109000000	4	108500001	109000000	0.993	0.984	0.981	0.918
4:109000001-109500000	4	109000001	109500000	0.941	1.036	0.981	0.969
4:109500001-110000000	4	109500001	110000000	1.014	1.021	1.041	0.951
4:110000001-110500000	4	110000001	110500000	1.019	0.939	1.054	1.058
4:110500001-111000000	4	110500001	111000000	1.037	1.032	1.003	0.998
4:111000001-111500000	4	111000001	111500000	1.003	0.869	1.077	0.911
4:111500001-112000000	4	111500001	112000000	0.98	0.985	1.248	1.019
4:112500001-113000000	4	112500001	113000000	1.013	1.121	0.972	0.968
4:113000001-113500000	4	113000001	113500000	1.005	1.031	0.926	1.025
4:113500001-114000000	4	113500001	114000000	1.05	0.89	0.949	1.024
4:114000001-114500000	4	114000001	114500000	0.988	0.996	0.984	0.935
4:114500001-115000000	4	114500001	115000000	0.944	0.95	0.983	1.032
4:115000001-115500000	4	115000001	115500000	1.053	0.879	0.995	0.956
4:115500001-116000000	4	115500001	116000000	0.978	0.976	0.93	0.986
4:116500001-117000000	4	116500001	117000000	1.017	0.993	0.889	1.034
4:117000001-117500000	4	117000001	117500000	1.032	0.972	0.945	0.968
4:117500001-118000000	4	117500001	118000000	1.045	1.072	0.959	0.969
4:118000001-118500000	4	118000001	118500000	0.968	1.104	0.955	0.952
4:119500001-120000000	4	119500001	120000000	1.027	0.924	1.01	1.06
4:120000001-120500000	4	120000001	120500000	1.029	1.048	0.909	1.02
4:120500001-121000000	4	120500001	121000000	1.003	1.025	1.046	1.037
4:121000001-121500000	4	121000001	121500000	0.894	0.943	0.962	1.01
4:121500001-122000000	4	121500001	122000000	0.893	1.041	0.895	1.063
4:122000001-122500000	4	122000001	122500000	0.961	1.096	0.985	1.021
4:122500001-123000000	4	122500001	123000000	0.966	1.105	0.91	1.001
4:123000001-123500000	4	123000001	123500000	0.983	0.86	0.969	0.96
4:123500001-124000000	4	123500001	124000000	1.045	1.011	0.961	1.008
4:124000001-124500000	4	124000001	124500000	0.999	1.036	1.041	1.073
4:124500001-125000000	4	124500001	125000000	1.028	0.93	1.014	0.973
4:125000001-125500000	4	125000001	125500000	0.925	1.005	0.98	1.025
4:125500001-126000000	4	125500001	126000000	0.95	0.924	1.019	1.058
4:126000001-126500000	4	126000001	126500000	0.955	0.984	0.929	1.026
4:126500001-127000000	4	126500001	127000000	0.992	1.018	1.034	0.974
4:127000001-127500000	4	127000001	127500000	0.973	1.147	1.053	0.987
4:127500001-128000000	4	127500001	128000000	1.051	0.951	1.082	1.051
4:128500001-129000000	4	128500001	129000000	1.011	0.981	0.962	0.993
4:129000001-129500000	4	129000001	129500000	0.991	1.036	1.012	1.049
4:129500001-130000000	4	129500001	130000000	1.007	1.118	1.074	0.94
4:130000001-130500000	4	130000001	130500000	1.048	0.992	1.014	1.075
4:130500001-131000000	4	130500001	131000000	0.891	0.897	0.908	0.989
4:131000001-131500000	4	131000001	131500000	0.943	0.915	0.959	1.028
4:132000001-132500000	4	132000001	132500000	0.968	1.018	1.013	0.882
4:132500001-133000000	4	132500001	133000000	0.937	0.891	0.942	0.935
4:133000001-133500000	4	133000001	133500000	0.906	0.932	0.927	1.05
4:133500001-134000000	4	133500001	134000000	0.986	0.995	0.864	0.934
4:134000001-134500000	4	134000001	134500000	0.948	1	0.969	0.921
4:134500001-135000000	4	134500001	135000000	0.877	0.969	0.879	0.959
4:135000001-135500000	4	135000001	135500000	0.965	0.966	0.943	0.947
4:135500001-136000000	4	135500001	136000000	0.943	0.962	0.893	0.952
4:136000001-136500000	4	136000001	136500000	0.947	0.851	0.973	0.904
4:136500001-137000000	4	136500001	137000000	0.985	0.953	0.894	0.972
4:137000001-137500000	4	137000001	137500000	0.923	1.035	1.009	0.956
4:137500001-138000000	4	137500001	138000000	0.986	0.985	1.077	0.991
4:138000001-138500000	4	138000001	138500000	1.045	0.955	0.993	0.966
4:138500001-139000000	4	138500001	139000000	0.996	1.08	1.083	0.948
4:139000001-139500000	4	139000001	139500000	0.906	0.912	0.933	1.004
4:139500001-140000000	4	139500001	140000000	0.979	0.967	1.029	0.989
4:140000001-140500000	4	140000001	140500000	0.936	0.905	1.048	0.948
4:141000001-141500000	4	141000001	141500000	1.045	1.014	1.044	0.955
4:141500001-142000000	4	141500001	142000000	1.05	1.019	0.939	1.083
4:142000001-142500000	4	142000001	142500000	1.027	1.05	1.086	1.079
4:142500001-143000000	4	142500001	143000000	1.034	1.075	1.032	1.042
4:144500001-145000000	4	144500001	145000000	1.016	1.023	0.923	1.017
4:145000001-145500000	4	145000001	145500000	1.009	1.001	0.944	1.006
4:145500001-146000000	4	145500001	146000000	1.043	1.046	0.95	0.994
4:146000001-146500000	4	146000001	146500000	1.033	1.021	1.018	0.989
4:146500001-147000000	4	146500001	147000000	1.112	1.065	0.973	1.095
4:147000001-147500000	4	147000001	147500000	1.03	0.993	1.012	0.981
4:147500001-148000000	4	147500001	148000000	0.925	0.972	0.954	0.92
4:148000001-148500000	4	148000001	148500000	1.015	1.152	1.006	0.973
4:148500001-149000000	4	148500001	149000000	0.988	1.012	0.951	1.024
4:149000001-149500000	4	149000001	149500000	1.056	1.015	0.979	0.953
4:149500001-150000000	4	149500001	150000000	1.04	0.97	0.891	1.011
4:150000001-150500000	4	150000001	150500000	1.014	0.969	0.92	1.007
4:150500001-151000000	4	150500001	151000000	1.007	0.948	0.979	0.958
4:151000001-151500000	4	151000001	151500000	0.955	0.983	0.934	0.974
4:151500001-152000000	4	151500001	152000000	1.05	0.987	0.981	0.987
4:152000001-152500000	4	152000001	152500000	1.022	0.893	1.097	1.062
4:152500001-153000000	4	152500001	153000000	0.963	1.006	0.966	0.933
4:153000001-153500000	4	153000001	153500000	0.996	0.914	0.879	0.887
4:153500001-154000000	4	153500001	154000000	0.91	0.955	1.007	0.991
4:154000001-154500000	4	154000001	154500000	1.029	0.866	1.051	0.923
4:154500001-155000000	4	154500001	155000000	0.99	1.05	1.043	1.051
4:155500001-156000000	4	155500001	156000000	1.025	0.925	0.936	0.969
4:156000001-156500000	4	156000001	156500000	1.109	0.92	0.967	1.043
4:156500001-157000000	4	156500001	157000000	1.01	1.048	0.927	1.063
4:157000001-157500000	4	157000001	157500000	0.996	0.951	1.016	1.005
4:158000001-158500000	4	158000001	158500000	1.047	1.023	0.999	1.065
4:158500001-159000000	4	158500001	159000000	0.946	0.972	0.982	1.015
4:159000001-159500000	4	159000001	159500000	1.002	0.998	0.999	0.943
4:159500001-160000000	4	159500001	160000000	0.975	0.963	1.054	1.026
4:160500001-161000000	4	160500001	161000000	1.014	1.074	0.984	1.027
4:162500001-163000000	4	162500001	163000000	0.978	1.011	0.936	0.923
4:163000001-163500000	4	163000001	163500000	1.04	1.009	1.057	0.939
4:163500001-164000000	4	163500001	164000000	1.07	1.115	1.078	1.058
4:164000001-164500000	4	164000001	164500000	1.06	0.948	1.018	1.043
4:164500001-165000000	4	164500001	165000000	1.043	1.049	0.893	1.023
4:165000001-165500000	4	165000001	165500000	0.914	0.915	0.965	0.958
4:165500001-166000000	4	165500001	166000000	1.006	1.016	1.022	0.958
4:166000001-166500000	4	166000001	166500000	0.949	1.117	1.118	0.996
4:166500001-167000000	4	166500001	167000000	1.012	1.054	0.936	0.95
4:167000001-167500000	4	167000001	167500000	1.027	1.04	1.168	1.02
4:167500001-168000000	4	167500001	168000000	0.997	0.961	0.971	1.02
4:168000001-168500000	4	168000001	168500000	1.058	1.058	1.025	0.988
4:168500001-169000000	4	168500001	169000000	0.962	0.967	1.074	1.013
4:169000001-169500000	4	169000001	169500000	0.977	0.969	1.013	0.975
4:169500001-170000000	4	169500001	170000000	0.936	0.982	0.972	0.968
4:170000001-170500000	4	170000001	170500000	1.043	0.896	0.925	1.048
4:170500001-171000000	4	170500001	171000000	0.992	0.988	1.002	1.033
4:171000001-171500000	4	171000001	171500000	1.04	0.977	1.003	0.944
4:171500001-172000000	4	171500001	172000000	0.964	1.073	0.999	0.898
4:172500001-173000000	4	172500001	173000000	1.028	0.956	0.927	0.989
4:173000001-173500000	4	173000001	173500000	0.985	0.968	1.024	0.925
4:173500001-174000000	4	173500001	174000000	1.023	0.983	1.025	1.032
4:174000001-174500000	4	174000001	174500000	0.91	0.949	0.948	0.967
4:174500001-175000000	4	174500001	175000000	0.945	0.988	1.098	1.053
4:175000001-175500000	4	175000001	175500000	0.914	1.005	0.904	1.027
4:175500001-176000000	4	175500001	176000000	0.944	0.828	0.99	1.068
4:176000001-176500000	4	176000001	176500000	1	0.866	0.946	0.958
4:176500001-177000000	4	176500001	177000000	1.036	0.952	0.857	1.019
4:177000001-177500000	4	177000001	177500000	0.999	0.929	1.007	1.017
4:177500001-178000000	4	177500001	178000000	0.998	0.997	0.989	0.956
4:178000001-178500000	4	178000001	178500000	0.912	1.027	0.921	0.925
4:178500001-179000000	4	178500001	179000000	0.984	1.022	0.985	0.976
4:179500001-180000000	4	179500001	180000000	1.031	0.96	0.962	0.911
4:180000001-180500000	4	180000001	180500000	0.949	1.076	0.886	0.96
4:180500001-181000000	4	180500001	181000000	0.941	0.96	0.935	1.139
4:181000001-181500000	4	181000001	181500000	0.955	1.017	1.003	1
4:181500001-182000000	4	181500001	182000000	0.891	1.117	0.932	0.949
4:182000001-182500000	4	182000001	182500000	1.012	1.065	0.942	0.961
4:182500001-183000000	4	182500001	183000000	0.89	1.137	0.914	1.017
4:183500001-184000000	4	183500001	184000000	1.011	0.958	0.949	0.998
4:184000001-184500000	4	184000001	184500000	0.947	0.945	1	0.92
4:184500001-185000000	4	184500001	185000000	0.989	1.094	0.962	1.014
4:185000001-185500000	4	185000001	185500000	0.945	0.857	1.081	0.96
4:185500001-186000000	4	185500001	186000000	1.06	0.986	1	0.966
4:186000001-186500000	4	186000001	186500000	0.942	0.986	0.985	0.971
4:186500001-187000000	4	186500001	187000000	0.928	0.955	0.901	0.991
4:187000001-187500000	4	187000001	187500000	0.958	0.967	0.974	0.897
4:187500001-188000000	4	187500001	188000000	0.937	0.863	0.924	0.915
4:188500001-189000000	4	188500001	189000000	0.88	0.924	0.938	0.966
4:189000001-189500000	4	189000001	189500000	0.95	0.999	0.923	0.966
5:500001-1000000	5	500001	1000000	1.084	0.975	0.996	0.978
5:1000001-1500000	5	1000001	1500000	1.033	1.026	1.012	1.1
5:1500001-2000000	5	1500001	2000000	1.021	0.964	1.076	0.96
5:2000001-2500000	5	2000001	2500000	0.976	0.943	0.997	0.943
5:2500001-3000000	5	2500001	3000000	1.035	0.983	0.896	0.905
5:3000001-3500000	5	3000001	3500000	0.922	0.971	0.882	0.965
5:4000001-4500000	5	4000001	4500000	1.006	0.972	0.966	0.979
5:4500001-5000000	5	4500001	5000000	0.93	1.07	1.048	0.986
5:5500001-6000000	5	5500001	6000000	0.947	0.978	0.936	0.899
5:6000001-6500000	5	6000001	6500000	0.975	1.038	0.862	0.934
5:6500001-7000000	5	6500001	7000000	0.899	1.031	0.954	0.986
5:7000001-7500000	5	7000001	7500000	1.085	1.084	1.005	0.993
5:7500001-8000000	5	7500001	8000000	0.987	1.025	1.03	0.95
5:8000001-8500000	5	8000001	8500000	1.003	1.007	0.937	0.938
5:9000001-9500000	5	9000001	9500000	1.005	1.1	0.946	0.999
5:9500001-10000000	5	9500001	10000000	1.031	1.001	0.971	0.964
5:10000001-10500000	5	10000001	10500000	0.953	0.905	1.052	1.012
5:10500001-11000000	5	10500001	11000000	0.988	1.027	1.02	0.968
5:11000001-11500000	5	11000001	11500000	1.086	1.059	0.972	1.057
5:11500001-12000000	5	11500001	12000000	0.927	1.061	1.081	1
5:12000001-12500000	5	12000001	12500000	0.937	0.9	0.879	1.058
5:12500001-13000000	5	12500001	13000000	1.009	0.994	1.032	1.014
5:13000001-13500000	5	13000001	13500000	0.987	0.971	0.921	0.956
5:13500001-14000000	5	13500001	14000000	0.907	1.032	1.041	1.02
5:14000001-14500000	5	14000001	14500000	0.979	1.003	1.001	0.885
5:14500001-15000000	5	14500001	15000000	1.033	0.944	0.999	0.917
5:15000001-15500000	5	15000001	15500000	0.921	1.038	1.08	0.934
5:15500001-16000000	5	15500001	16000000	0.992	0.994	0.933	1.017
5:16000001-16500000	5	16000001	16500000	1.051	1.091	0.977	1.047
5:16500001-17000000	5	16500001	17000000	1.052	1.058	1.144	1.024
5:17000001-17500000	5	17000001	17500000	1.008	1.03	0.931	0.987
5:17500001-18000000	5	17500001	18000000	1.044	0.962	0.989	1.064
5:18000001-18500000	5	18000001	18500000	0.992	1.025	0.95	1.088
5:18500001-19000000	5	18500001	19000000	0.969	0.973	0.898	1.053
5:19000001-19500000	5	19000001	19500000	0.87	1.039	0.968	0.981
5:19500001-20000000	5	19500001	20000000	0.887	0.9	0.962	0.93
5:20000001-20500000	5	20000001	20500000	0.943	0.897	0.955	0.906
5:21500001-22000000	5	21500001	22000000	0.911	0.935	0.977	1.011
5:22000001-22500000	5	22000001	22500000	0.943	0.961	0.892	0.914
5:22500001-23000000	5	22500001	23000000	0.986	0.991	0.98	0.965
5:23000001-23500000	5	23000001	23500000	1.013	0.897	0.963	0.984
5:23500001-24000000	5	23500001	24000000	0.901	0.906	0.95	0.966
5:24000001-24500000	5	24000001	24500000	1.025	0.994	0.986	1.013
5:24500001-25000000	5	24500001	25000000	0.964	1.019	0.889	0.981
5:25000001-25500000	5	25000001	25500000	0.87	1.093	1.024	1.028
5:25500001-26000000	5	25500001	26000000	1.019	0.874	0.865	1.056
5:26000001-26500000	5	26000001	26500000	0.878	0.951	0.901	0.853
5:26500001-27000000	5	26500001	27000000	0.928	1.03	0.95	0.984
5:27000001-27500000	5	27000001	27500000	1.089	0.984	0.932	0.976
5:27500001-28000000	5	27500001	28000000	0.99	0.979	0.901	0.886
5:28000001-28500000	5	28000001	28500000	0.944	0.985	0.926	1.018
5:28500001-29000000	5	28500001	29000000	0.965	0.963	0.933	0.911
5:29000001-29500000	5	29000001	29500000	0.899	0.963	0.906	0.91
5:29500001-30000000	5	29500001	30000000	0.969	0.843	0.919	0.953
5:30000001-30500000	5	30000001	30500000	1.039	1.022	0.975	0.966
5:30500001-31000000	5	30500001	31000000	0.931	1.021	1.004	1.028
5:31000001-31500000	5	31000001	31500000	0.995	0.95	0.985	0.998
5:31500001-32000000	5	31500001	32000000	1.053	1.113	1.095	0.973
5:32000001-32500000	5	32000001	32500000	0.913	1.019	0.989	0.92
5:33000001-33500000	5	33000001	33500000	1.087	0.968	1.033	1.01
5:33500001-34000000	5	33500001	34000000	0.943	1.004	1.038	0.981
5:34500001-35000000	5	34500001	35000000	0.98	1.1	0.982	0.907
5:35000001-35500000	5	35000001	35500000	0.957	1.101	1.086	1.11
5:35500001-36000000	5	35500001	36000000	0.932	1.004	1.028	0.948
5:36000001-36500000	5	36000001	36500000	1.044	1.017	0.98	0.941
5:36500001-37000000	5	36500001	37000000	0.884	0.999	1.051	0.937
5:37500001-38000000	5	37500001	38000000	1.029	1.056	0.923	0.987
5:38000001-38500000	5	38000001	38500000	1.086	1.031	1.011	0.95
5:38500001-39000000	5	38500001	39000000	1.001	1.028	1.101	0.999
5:39000001-39500000	5	39000001	39500000	1.023	0.966	1.064	0.955
5:39500001-40000000	5	39500001	40000000	1.021	1.039	1.074	1.01
5:40000001-40500000	5	40000001	40500000	1.043	1.041	1.02	0.913
5:40500001-41000000	5	40500001	41000000	0.911	1.03	0.958	0.991
5:41000001-41500000	5	41000001	41500000	1.104	1.047	1.125	1.039
5:41500001-42000000	5	41500001	42000000	1.055	0.961	1.035	1.099
5:42000001-42500000	5	42000001	42500000	0.97	1.074	1.02	0.997
5:42500001-43000000	5	42500001	43000000	1.119	1.077	1.004	1.042
5:43000001-43500000	5	43000001	43500000	0.974	0.892	0.982	0.947
5:43500001-44000000	5	43500001	44000000	0.884	1.11	1.108	1.051
5:44000001-44500000	5	44000001	44500000	0.972	0.878	1.008	1.032
5:44500001-45000000	5	44500001	45000000	0.938	0.983	1.09	1.018
5:45000001-45500000	5	45000001	45500000	1.033	1.139	0.949	1.021
5:50500001-51000000	5	50500001	51000000	1.005	1.043	1.087	0.981
5:51000001-51500000	5	51000001	51500000	0.919	1.097	1.024	0.946
5:51500001-52000000	5	51500001	52000000	0.953	0.995	0.887	1.057
5:52000001-52500000	5	52000001	52500000	1.139	1.004	1.01	1.037
5:52500001-53000000	5	52500001	53000000	1.06	0.963	1.07	1.087
5:53000001-53500000	5	53000001	53500000	1.052	0.981	1.06	0.953
5:53500001-54000000	5	53500001	54000000	1.13	1.051	1.064	0.999
5:54000001-54500000	5	54000001	54500000	0.973	1.001	1.082	0.997
5:54500001-55000000	5	54500001	55000000	1.015	1	1.027	1.036
5:55000001-55500000	5	55000001	55500000	1.067	0.934	0.887	1.059
5:55500001-56000000	5	55500001	56000000	1.005	1.04	1.075	1.002
5:56000001-56500000	5	56000001	56500000	1.027	1.061	1.102	0.966
5:56500001-57000000	5	56500001	57000000	1.005	1.007	0.989	0.929
5:57000001-57500000	5	57000001	57500000	1.017	0.976	0.892	1.006
5:57500001-58000000	5	57500001	58000000	1.064	1.008	1.117	1.024
5:58000001-58500000	5	58000001	58500000	1.053	0.913	1.068	0.91
5:58500001-59000000	5	58500001	59000000	1.034	1.058	0.912	1.022
5:59000001-59500000	5	59000001	59500000	1.102	1.023	1.042	0.984
5:59500001-60000000	5	59500001	60000000	0.967	1.001	1.029	1.036
5:60000001-60500000	5	60000001	60500000	1.079	1.018	1.03	1.114
5:61000001-61500000	5	61000001	61500000	1.052	0.936	0.949	1.039
5:61500001-62000000	5	61500001	62000000	1.033	0.977	1.028	0.968
5:62000001-62500000	5	62000001	62500000	1.038	1.014	1.034	1.069
5:62500001-63000000	5	62500001	63000000	1.158	1.005	1.108	1.123
5:63000001-63500000	5	63000001	63500000	1.141	0.994	0.985	1.052
5:63500001-64000000	5	63500001	64000000	1.072	1.066	1.092	0.985
5:64000001-64500000	5	64000001	64500000	0.982	1.101	1.056	1.085
5:64500001-65000000	5	64500001	65000000	1.064	0.952	0.978	1.05
5:65000001-65500000	5	65000001	65500000	1.04	0.985	0.991	0.97
5:65500001-66000000	5	65500001	66000000	1.002	0.958	0.839	0.933
5:66500001-67000000	5	66500001	67000000	1.108	1.03	0.955	0.998
5:67000001-67500000	5	67000001	67500000	1.04	1	1.072	0.976
5:67500001-68000000	5	67500001	68000000	1.196	1.2	1.132	1.056
5:68000001-68500000	5	68000001	68500000	1.077	0.89	0.95	0.934
5:68500001-69000000	5	68500001	69000000	0.99	1.022	1.032	0.958
5:69000001-69500000	5	69000001	69500000	1.075	0.859	0.84	0.918
5:71500001-72000000	5	71500001	72000000	1.031	1.034	1.067	1.014
5:72000001-72500000	5	72000001	72500000	1.077	1.061	0.962	0.963
5:72500001-73000000	5	72500001	73000000	1.106	1.095	0.982	1.099
